text,brand,sentiment,ecosystem
"Before It Even Begins, Apple WinsåÊSXSW {link} #apple #sxsw",Apple,Positive,Apple
"Before It Even Begins, Apple Wins SXSW {link} #tc #apple #ipad2 #sxsw",Apple,Positive,Apple
"Before It Even Begins, Apple WinsåÊSXSW {link} via @mention #apple #sxsw",Apple,Positive,Apple
"Before It Even Begins, Apple Wins SXSW: {link} Via @mention @mention #Apple #SXSW",Apple,Positive,Apple
Badgeless event! Free Drinks! ÛÏ@mention Heading to free Google-sponsored happy hour for Semantic Web Austin @mention Fogo de ChÌÁo #sxswÛ,Google,Positive,Google
"BEST SWAG EVER. Thanks @mention My charging iPhone thanks you, too. #SXSW {link}",iPhone,Positive,Apple
"Thanks to everyone for making it a great day in the shop today. if you're in Austin, come by and see us tomorrow {link} #sxsw",Unknown,Neutral,Unknown
Thanks to everyone who came by today. Good luck on winning the iPad. Stop by tomorrow for more chances to win. #sxsw,Apple,Neutral,Apple
Timing is everything! iPad 2: Brand Winner at SXSW by @mention {link} #pnid #sxsw,iPad,Positive,Apple
"Hey #sxsw exhibitors, why not capture your booth experience with a Retrollect disc? Most popular disc wins iPad 2! {link}",iPad,Positive,Apple
Gave into extreme temptation at #SXSW and bought an iPad 2... #impulse,Apple,Neutral,Apple
#4sq sees Facebook and Google as competition via @mention #checkins #sxsw,Google,Neutral,Google
#SXSW has fantastic schedule app for iphone! Bummer I am still crackberry!,iPad or iPhone App,Positive,Apple
"Photo: By far, the best #sxsw accessory is an ipad. Followed closely by a margarita. ;-) {link}",iPad,Positive,Apple
One of my fav photos of #SXSW so far @mention &amp;  @mention #google #SXSW {link},Google,Positive,Google
"Watch out FB 4 big brother RT@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Google,Neutral,Google
I think I fell a bit more in love with #google today. Thanks for throwing the nerd party at the speakeasy during #SxSW,Google,Positive,Google
"The way I figure, an iPad 2 is a good replacement for not making it to #SXSW this year.",iPad,Positive,Apple
"At a DSLR film discussion moderated by Guy Kawasaki, of Apple fame. Packed house! #SXSW",Apple,Neutral,Apple
"Get #SXSW film red carpet coverage from @mention CW Austin Star Mandy Dugan on Grouped{in}, get the app {link}",Unknown,Neutral,Unknown
I need to find a better #SXSW stream to follow. The inane iPad 2 tweets are surely not what SouthBy is about,iPad,Negative,Apple
ÛÏ@mention Find out if you are stupid with our Stupid Game for you #iPad currently on special #sxsw sale! {link},Apple,Neutral,Apple
Do it! RT Find the hottest spots @mention w/ @mention Hot Spots #SXSW app on #WP7 {link} or iPhone {link},Apple,Positive,Apple
Trying to find the apple pop up store #sxsw #widfy,Apple,Neutral,Apple
Is he the first person in the queue at the new apple store in Austin? May we be #sxsw  {link},Apple,Neutral,Apple
#technews Flipboard Adds Instagram Photos and Social Search [Apps] {link} #Tech_News #Apple #Social_Search #SXSW #tech,Apple,Neutral,Apple
il CEO di flipboard annuncia la versione iPhone ÛÏ@mention @mention next platform for Flipboard is the iPhone Team started working on it #SXSW,Apple,Neutral,Apple
"Google is focusing on bridging the digital/physical divide. Eg. maps, streetview, hotpot &amp; autonomous driving. #sxsw @mention",Google,Positive,Google
Hey #SXSW folks please keep us posted on Google #Circles. Hope you're all having a blast! {link},Other Google product or service,Positive,Google
Hey #SXSW folks: free lunch from La Condesa at the Pepsi Max Lot! Map: {link},Unknown,Neutral,Unknown
#Apple To Follow Its Customers To #SXSW - Forbes - {link} - Alcoholics call this Û÷enabling.Ûª The rest of us call it genius.,Apple,Positive,Apple
"Please RT Follow the next big #college social network @mention chance to win an #iPad at 7,000 followers #socialmedia #SXSW",Apple,Neutral,Apple
"Gear list for #SXSW music: iPhone (VZW), Blackberry (Sprint), iPad, Jambox, HP elitebook. Lacking good, portable headphones. Suggestions?",Apple,Neutral,Apple
"Preparing for #sxsw talk about #google doodles with @mention It will be fun! Friday, 5pm: {link}",Google,Neutral,Google
Good news for Austin-bound Apple fanboys: {link} #sxsw #ipad2,Apple,Positive,Apple
"Saving up for iPad2 photo at Apple Store, #SXSW {link}  by @mention @mention @mention @mention @jerranalley @tbalinas",Apple,Neutral,Apple
Wish list for tech?  #NTN #SXSW Google Apps helps level the playing field for kids who may not have software at home,Android App,Positive,Google
Designing for the iPad? Catch @mention Matt Carlson &amp; @mention Matthew Davis at #SXSW (Mon. 9:30) at the Hilton. {link},Apple,Neutral,Apple
Hitlantis for the iPad. Cool song explorer app. Hitlantis.com. #sxsw #musicviz,iPad or iPhone App,Positive,Apple
Searching for the temporary Apple Store at #sxsw.,Apple,Neutral,Apple
Thank you for these! RT @mention Public notes for &quot;5 steps to bulletproof UX strategy&quot;: {link} #sxsw #rhjr_ux5. Via @mention,Unknown,Neutral,Unknown
A queue's forming at the Austin #SXSW pop-up Apple store {link} The guy at the front's been there since 5am apparently!,Apple,Neutral,Apple
"we're all frankenstein! the amalgamation of our fragmented digital identities, becoming anti-schizophrenic, google as AI. SM is sci-fi #sxsw",Google,Neutral,Google
Who wants free #music? Free #SXSW sampler album on #iTunes. Download it now. (Link opens iTunes) {link},Apple,Neutral,Apple
There's a free 22-song sampler available for download on iTunes of artists playing at #SXSW - check it out here {link} #music,Apple,Neutral,Apple
&quot;Win free iPad 2 from webdoc.com #SXSW RT&quot;,Apple,Neutral,Apple
Grab some free music: SXSW 2011 Showcasing Artists MP3 Torrents are in the wild. {link} #sxsw,Unknown,Neutral,Unknown
Hey #SXSW friends -- anyone have an iPhone charger that @mention can borrow TONIGHT? LMK.,Apple,Neutral,Apple
Any of my friends at SxSW willing to pick me up an iPad - will pay a premium. DM me #sxsw #atl {link},iPad,Positive,Apple
Good talk from AKQAs @mention on iPad interface w/ callback to design principles. My wish: go beyond media/marketing examples. #fb #SxSW,iPad,Positive,Apple
Person in front of me just took a picture with his new iPad #sxsw,iPad,Positive,Apple
"Tessie S, frontwoman for Intimate Stranger, has ink in the most painful places to get ink on. Respect.  Location: {link}  #sxsw",Unknown,Neutral,Unknown
&quot;the future of local is contextual discovery.&quot; Google's Marissa Mayer argues 'where' is exceptionally valuable for any type of search. #SXSW,Google,Neutral,Google
&quot;the future of touch user interface design&quot; wondering if the presentation (by microsoft employees) will mention the ipad. #sxsw,Apple,Neutral,Apple
SXSW Geek Games: Compete To Gain VIP Status &amp; Win Big Prizes: We all know... {link} #mashable #geek_games #sxsw #Cyber #iPhone,Apple,Neutral,Apple
"ÛÏ@mention Gearing up to make a splash, @mention to Launch &quot;Groupon or Living Social-type&quot; Rewards at #SXSW {link} - Boom!",Unknown,Neutral,Unknown
Zazzle is gearing up to hit #SXSW! Look out for our tweets on where you can come by to create your own iPhone case! #zazzlesxsw,Apple,Neutral,Apple
Marketing Genius: Apple opens pop up store outside of #SXSW {link},Apple,Positive,Apple
ÛÏ@mention Get a look at #SXSW's rumored #Apple &quot;pop-up&quot; store in Austin: {link},Apple,Neutral,Apple
Trying to get into the #Google 80's Retro Party at Maggie Mae's. Line is huge. Hope it is worth the wait #sxsw #sxsw2011,Google,Neutral,Google
ÛÏ@mention Get ready for the word &quot;Circles&quot; to be trending #SXSWi #SXSW :)Û #Google #Circles #social,Other Google product or service,Positive,Google
At #SXSW? Get the SoundCloud iPhone app {link} and start recording. Use 4sq geotagging to be on the map: {link},Apple,Neutral,Apple
"After you get your food, don't forget to snap a photo to win a MacBook air, iPad 2, or Apple TV! #sxsw",iPad,Positive,Apple
"Austin is getting full, and #SXSW is underway.  I can tell because my iPhone is an intermittent brick. #crowded",iPhone,Negative,Apple
Google to give social networking another try with &quot;Circles&quot;: via @mention @mention  {link} #sxsw,Google,Neutral,Google
"#at&amp;t giving away amazing prizes..iPhone, Android, kindle, tablets...amazing. happening now at the Sheraton.#SXSW.",Apple,Neutral,Apple
Zaarly is giving away an iPad 2 during #SxSW to the person with the most beta signup referrals {link} #craigslistkiller,Apple,Neutral,Apple
Google is giving free Google Labs laptops to open source coders who r attending this meet-up. #sxsw I got a cupcake:-),Google,Positive,Google
"The #SXSW GO app no available for Blackberry and Windows 7 in addition to iPhone, iPad, and Android: {link}",iPad or iPhone App,Positive,Apple
I need to go to #sxsw. but i have 7-mo. old. no sitter. know where to score apple-martin-like #babyheadphones ?,Apple,Neutral,Apple
I have to go to SXSW next year! RT @mention Apple to open temporary store at #SXSW {link},Apple,Neutral,Apple
"I want to go to the Apple pop-up store, but I'm afraid I'll leave with a new iPad. #SXSW",iPad,Positive,Apple
Hey #sxsw goers! I'm droppin survival tips all week to help you get you rock on!  Best hangover cure: Tamale House 3! {link},Unknown,Neutral,Unknown
"If a bomb goes off in this convention center, Apple is going to lose a devastating share of it's customer base #sxsw",Apple,Neutral,Apple
"OMG...I'm going down to #SXSW With: MacBook Pro, iPad, iPhone4, iPod, and a Galaxy Tab... #TechGeek",iPad,Positive,Apple
"If youÛªre going to #SXSW and want to talk about HTML and CSS, catch @mention from the Google Webmaster Team.",Google,Neutral,Google
So who is going to see @mention tonight?!?? {link} #SXSW,Unknown,Neutral,Unknown
I have my golden tickets f 4sq party Day after the real party #Redbullbpm with Felix da Housecat playing on iPad! #SXSW  {link},Apple,Positive,Apple
@mention  good morning 2 u!  Enjoy #Sxsw and ride anywhere in Austin for $10 .  dwnld the #GroundLink app{link} booth 437,Unknown,Neutral,Unknown
"Queue for Google (and, er, Bing) talk on spam is ridiculous. Busiest I've seen. #SXSW",Google,Neutral,Google
haha. the google &quot;Party like it's 1986&quot; Party {link} #SXSW,Google,Neutral,Google
"GSD&amp;M Google #sxsw party with @mention is blowing my mind. So much amazing food, drink, music, &amp; photo booth fun!",Google,Positive,Google
#SXSW the google authenticator app for mobile devices is a step ahead...,Other Google product or service,Positive,Google
.@mention Google Circles will be the first real alternative to Facebook #sxsw,Other Google product or service,Positive,Google
When will Google Circles launch? {link} &quot;May have good timing given Twitter? #sxsw,Google,Neutral,Google
ÛÏ@mention Google doesn't place any value on your domain extension. They are all equal. #SXSW #qagbÛ,Google,Neutral,Google
Attending Google keynote. Seeing Google maps for mobile features.  #SXSW,Apple,Neutral,Apple
&quot;The Google name was built on getting things out there and trying them out.&quot; -Marissa Mayer #sxsw frm @mention,Google,Neutral,Google
ÛÏ@mention Google now lets you block sites you can't stand {link} How about #sxsw blocking that looks like what I need,Google,Positive,Google
Length of Google penalty based on severity of breach of webmaster guidelines. i.e.white text on white bgr might get 30 day pen. #sxsw #qagb,Google,Negative,Google
ÛÏ@mention Google set to launch new social network #Circles today at #sxswÛ @mention  @mention,Google,Neutral,Google
I need to google that lonelyboy15 @mention talks about all the time ;) #sxsw #enchantment,Google,Neutral,Google
"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today (Updated) - did it happen #sxsw {link}",Google,Neutral,Google
"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #SXSW",Google,Neutral,Google
"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ 

Something to keep watch",Google,Neutral,Google
"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ 
It'll never beat myspace.",Other Google product or service,Negative,Google
"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ @mention",Google,Neutral,Google
"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ @mention  bigger than gaga",Other Google product or service,Positive,Google
"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ #fb",Google,Neutral,Google
"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ #HNWSXSW",Google,Neutral,Google
"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ %GOOG",Google,Neutral,Google
"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ Dejavu all over again.",Google,Neutral,Google
"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ sta, nije im dosta GBuzz-a?",Google,Neutral,Google
"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ te dije wey @mention",Google,Neutral,Google
"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ. Super interesting...",Google,Positive,Google
"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} rt @mention #sxswÛ",Google,Neutral,Google
"ÛÏ@mention Google to launch major new social network called Circles, possibly today at SXSW: {link} #sxsw #nfusionÛ #hmm",Google,Neutral,Google
"ÛÏ@mention Google to Launch New Social Network Called Circles, Today? {link} #sxswÛ Applause for a new privacy model attempt",Google,Positive,Google
#technews Google to launch new social network at SXSW? {link} #Tech_News #ACLU #SXSW #tech,Google,Neutral,Google
BREAKING: Google to Launch Major New Social Network Called Circles...Today? {link} via @mention #sxsw #socialmedia,Google,Neutral,Google
"Diller on Google TV: &quot;The first product wasn't good. It wasn't a consumer product, basically.&quot; #sxsw #diller",Other Google product or service,Neutral,Google
.@mention Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #SXSW  | RT @mention,Google,Positive,Google
.@mention Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #SXSW RT @mention,Google,Neutral,Google
"#SXSW Why Google, Apple, EA Games, Zynga, Facebook, Microsoft and Intuit went gaga for The Go Game: {link}",Apple,Neutral,Apple
Future of Google: Contextual discovery. Location + context helps us go deeper than ever. Searches without search @mention #sxsw,Google,Positive,Google
ÛÏ@mention Google's Cutts says reputation and topicality are the 2 keys that matter in site rankings. #qagb #sxswÛ = saying trust &amp; LDA,Google,Neutral,Google
What will Google's Marissa Mayer talk about at 3.30? Worth going? #sxsw,Google,Neutral,Google
Ironic? I googled the directions to @mention party and ended up walked 6 blocks in the wrong direction. Time for bed I think. #SXSW,Unknown,Neutral,Unknown
"Check out GoogleTV to iPad Apps: The Connected TV Experience at SXSW.
{link} #SXSW #ConnectedTV",iPad or iPhone App,Positive,Apple
"Check out GoogleTV to iPad Apps: The Connected TV Experience at SXSW.
{link} #SXSW #ConnectedTV Fascinating!",iPad or iPhone App,Positive,Apple
CNNMoney: Got a craving? #SXSW minds created an app for that - Foodspotting {link} #iPhone #apps,Apple,Positive,Apple
Microsoft got me so drunk I changed my iPhone default search to yahoo. #SXSW,Apple,Neutral,Apple
/@mention Grab the latest @mention before #SXSW! {link} #saytextson!,Unknown,Neutral,Unknown
msc_page: Guy gets tattoo at SXSW so he could win a free iPad2 {link} #sxsw #tattoo #ipadÛ_ {link} #allshare,iPad,Neutral,Apple
Bring it  guys! About to start  in Austin with @mention and @mention at #touchingstories ##SXSW  &quot;Designing Digital Magazines for the iPad&quot;,Apple,Neutral,Apple
Less than half an hour and we'll tell you how to win an iPad 2!  RT this now! #SXSW #SXSWi,Apple,Neutral,Apple
"iPad 2 in hand, awesome dude gave me cutsies on a 3 hour line. #austin #apple #sxsw #winning",iPad,Positive,Apple
IPad 2 in hand.  #SXSW # thisisdare,Apple,Neutral,Apple
"I'm gonna hang my iPad and our hacked NOOK around my neck this week so I can become the Flava Flav of #sxsw! Top that, hipsters! #gsdm",Apple,Neutral,Apple
.@mention has an something called Google Places with HotPot that works as a recommendation engine. #SxSW,Google,Neutral,Google
This Post Has Nothing to do with #SXSW {link},Unknown,Neutral,Unknown
"#smtravel hasn't heard - Google plans to launch a socnet in May - &quot;Circles&quot;. They have learned a lot in 5 years, lots has changed. via #sxsw",Google,Positive,Google
What if I have BB? Discriminatory! ;P RT @mention @mention We're officially at #SXSW! Come by the FC Grill...&amp; make ur own iPhone case!,Apple,Neutral,Apple
"I may not have invites to all the &quot;cool&quot; #sxsw #sxswi parties, but I do have two iPhone chargers in my pocket, so you'll be happy to see me!",Apple,Positive,Apple
Who would have thunk it? RT @mention Agencies push Google in directions they never would have gone otherwise says @mention #SXSW,Google,Neutral,Google
ÛÏ@mention Have yet to see someone with a PC (Dell or otherwise) @mention SXSW - all Apple MacBook Pro or iPads...#sxswÛ I'll b there soon!,Apple,Neutral,Apple
I've been having meetings while I'm in line at the #SXSW PopUp Apple Store for the iPad2. I love this place!,iPad,Positive,Apple
#Apple to Hawk iPad 2 at #SXSW Festival Popup Store!  {link}  by @mention,iPad or iPhone App,Positive,Apple
I want to hear @mention tell a Google Love Story! #connectedbrands #SXSW #SXSWiC,Google,Neutral,Google
Pumped to hear @mention dudes talk about logos over the years. Can I make one? #sxsw #Gsdm,Unknown,Neutral,Unknown
Thanks to Heathcare Digital @mention for publishing the news about our new Medical Apps showcased at #SXSW {link} #sxswh,Unknown,Neutral,Unknown
"@mention  hello! Enjoy #Sxsw and ride anywhere in Austin for $10 . download the #GroundLink app, {link} booth 437",Unknown,Positive,Unknown
"Oh Lordy, here we go... RT @mention What time does the #apple store at #sxsw open? Pulling the #ipad2 trigger.",iPad,Positive,Apple
"ÛÏ@mention Hey Austin, know a little about #iPhone or #Android, love music &amp; wanna make $20/hour during #SXSW?  Please let me know.Û",Apple,Neutral,Apple
Loved the honesty in Google's Marissa Mayer keynote: we have too many products and need to step up customer service for locations #sxsw,Google,Positive,Google
Google to Host Developer Day at SXSW {link} #sxsw @mention,Google,Neutral,Google
T-minus 6 hours: social media mavens start performing degrading sex acts for an iPhone charge. #SXSW,Apple,Neutral,Apple
Hey #SXSW how bout donating all this $ your spending on the new #iPad to Japan. Do you REALLY need that thing?,iPad,Negative,Apple
"Wondering how much revenue the Austin @mention store grossed on account of the ipad2, amid #sxsw ...what a strategic release...",Unknown,Positive,Unknown
#technews How To ÛÏWinÛ SXSW: Hint ÛÒ ItÛªs The Same Answer Every Year {link} #Tech_News #Bill_Murray #How_To #iPhone #SXSW #tech,Apple,Neutral,Apple
"Apple and HP popups at #SXSW. Gee, I wonder which will get more traffic. -  {link}",Apple,Neutral,Apple
Scavenger Hunt game for businesses released as app for the iPhone at #SXSW {link},Apple,Neutral,Apple
Wonder if I can fit an iPad 2 in my luggage as I'm packing for Austin? Hmmm. #sxsw,Apple,Neutral,Apple
"Holy moly I can't believe the line out here #sxsw @mention Apple Store, SXSW {link}",Apple,Neutral,Apple
"Only time I ever torrent (also this is legal). Also, also, so excited #sxsw  {link}",Unknown,Neutral,Unknown
How could I forget my cell phone today for #SXSW what a fail glad I have my iPad #lifelinetotheworld,iPad,Positive,Apple
".@mention I have a 3G iPhone. After 3 hrs tweeting at #RISE_Austin, it was dead!  I need to upgrade. Plugin stations at #SXSW.",iPhone,Negative,Apple
.@mention I have a feeling #SXSW will be the worst place to try &amp; get an iPad 2- everyone there will be trying to get one. #techiesunite,iPad,Negative,Apple
"Love that I have a MacBook, iPad, and iPhone with me at #sxsw this year. One runs out of juice, and I can jump to the next.",iPhone,Positive,Apple
Holy cow! I just got hooked by Paolo and Alex with a backup charger for my iPhone! facebook.com/powermat #powermatteam #sxsw #thanks,iPhone,Positive,Apple
Holy cow! I just got hooked by Paolo and Alex with a backup charger for my iPhone! facebook.com/powermat #powermattteam #sxsw #thanks,iPhone,Positive,Apple
Catch 22Û_ I mean iPad 2 at #SXSW - {link} #apple #ipad2,Apple,Positive,Apple
Catch 22Û_ I mean iPad 2 at #SXSW : {link},Apple,Neutral,Apple
I knew if I plied @mention with beer and stogies last night I'd weasel my way into the Team Android party tonight. #success #SXSW.,Android,Positive,Google
"Honestly, I think everyone at #sxsw owns an @mention laptop! #truestory",Unknown,Neutral,Unknown
"Ok nerds, I totally am Bateman. You want me to sign your iPad 2? #sxsw",Apple,Neutral,Apple
Last year I traveled too heavy...this year too light. I'll get it right next year. Left my iPad at home. #sxsw,Apple,Neutral,Apple
"I thought I would use my iPad a lot during #SXSW, but I haven't even touched it once.  Hmmzies.",iPad,Negative,Apple
ÛÏ@mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSWÛ,Apple,Positive,Apple
"Cool one, I'll be there. RT @mention #SXSW Friday at 5pm Doodle Google session.  {link}",Google,Neutral,Google
@mention  I'm beyond frustrated w/ @mention after this Samsung Moment runaround &amp; am leaving for ATT &amp; iPhone so I can enjoy #sxsw.,iPhone,Positive,Apple
ev'ry day i'm hustlin'! working the @mention #sxsw event for @mention tonight- i've absolutely loved working... {link},Unknown,Neutral,Unknown
Brilliant idea to have @mention and @mention search engine ranking session in small room. Only 75 people locked out. #sxsw,Unknown,Neutral,Unknown
I have no idea why this startupbus thing is so addictive: {link} #sxsw Also just added Android app.,Android App,Positive,Google
Practical ideas on android development - Bit.ly/androidhig - #sxsw,Google,Neutral,Google
Wondering if anyone at #SXSW will sell me a Verizon iPhone? Bueller?,Apple,Neutral,Apple
"ÛÏ@mention If I show up at #sxsw with my 1st gen iPad, will they still let me in the door?Û ( Too funny Tim!! )",Apple,Neutral,Apple
"Hot-spot! If only @mention data speed could keep up RT @mention Also, thanks to Apple for releasing iOS 4.3 just in time for #SXSW",Apple,Positive,Apple
wondering if ppl in #sxsw on friday will queue at the convention centre or the apple store! xD i'm still figuring out wot i'll do!,Apple,Positive,Apple
Wondering if the #sxsw crowd made lines at Apple stores elsewhere in the U.S. any shorter today...,Apple,Neutral,Apple
"@mention  if there is another interview disaster like last year's Evan Woods one, you'll see alot of iPhone staring! #sxsw",Apple,Neutral,Apple
"ÛÏ@mention If you were able to afford to attend #sxsw or buy an iPad today, consider saving a few $$$ for Japan earthquake relief. &quot;",Apple,Neutral,Apple
.@mention imagines a future where Google asks you &quot;Why do you want to know that?&quot; when you search. #sxsw #smscifi,Google,Neutral,Google
"No launch imminent apparently, so Google Circles probably won't dÌ©but at #SXSW this evening.",Google,Neutral,Google
This Week in #iPad clip: @mention joins @mention to review the free #SXSW Go #App! {link} #iPad2 #SXSWGo,Apple,Positive,Apple
"If you're in a room full of people w/good Wi-Fi at #SXSW run #FrostWire on your Android {link} Share pics, apps, vids w/others",Android App,Positive,Google
"If you're in a room full of people w/good Wi-Fi at #SXSW run #FrostWire on your Android {link} share pics, apps, vids w/others",Android App,Positive,Google
"Hot spots in Austin on Gowalla right now: convention cnt, the Ignite party n the Apple store. #sxsw #sxswi",Apple,Positive,Apple
I will be in Austin this weekend @mention #SXSW supporting Smarty Ears' launch of new iPad apps for Speech Therapy {link} #sxswh #sxsh,Apple,Positive,Apple
"If you're in Austin today, please join @mention @mention and myself talking iPad 2 and #SxSW  here: {link} :)",Apple,Neutral,Apple
#sxsw guy in front of me at this panel has an ipad in an etch-a-sketch case...device of wondeR? #iusxsw,iPad,Neutral,Apple
"For those in need of sweet Mac goodness at #SXSW, Apple has set up a temporary store downtown: {link}",Apple,Positive,Apple
Currently in route to a Truther Movement music festival at Spiderhouse. Google that. #SXSW,Google,Neutral,Google
This just in: @mention to release new #socialmedia tool at #sxsw - {link},Unknown,Neutral,Unknown
NFC to be included on iPhone 5? Maybe.... #sxsw,Apple,Neutral,Apple
The apple influence on ditto: one button login choice with facebook. #sxsw #UnderstandingHumans,Apple,Neutral,Apple
"WABI-SABI inspiration lab is looking for a spanish-speaking trend scout based in Austin, Texas. #sxsw {link}",Unknown,Neutral,Unknown
"Zite, the Intelligent iPad Magazine: {link} &lt;  Deliciousness. #sxsw #trending #youneedthis",iPad,Positive,Apple
"google is interested in location based tech for indoor venues - businesses, convention centers etc.  Tech needs to improve first.  #sxsw",Google,Negative,Google
Hmm. Very interesting. RT @mention Wonder if @mention is putting tips from the @mention API...  #SxSW #SUxSW,Unknown,Neutral,Unknown
#TheKills interview now on @mention at #sxsw may be one of the most painfully vacuous interviews in history. {link},Unknown,Neutral,Unknown
Can't get into my first panel today. Line looks like the Apple Store. #SXSW {link},Apple,Neutral,Apple
Tim Soo's invisible instruments are jaw dropping. iPhone+Wii controller. {link} #lovemusicapi #sxsw,iPhone,Positive,Apple
Rockin an iPad 2 from the downtown Apple #SXSW store. #apple,iPad,Positive,Apple
#technews iPad 2 Gets Temporary Apple Store for SXSW {link} #Tech_News #Apple #Apple_Store #iPad_2 #SXSW #tech,Apple,Positive,Apple
AWESOME!! ipad 2 jailbreak!! {link} Grateful Dead #fab5 #sxsw,iPad,Positive,Apple
Heard the iPad 2 launch at #sxsw was pretty intense.,Apple,Neutral,Apple
New Post: iPad 2 Launches to Huge Lines at Apple Pop-Up Shop in Austin {link} #SXSW #SXSWi,iPad,Positive,Apple
"ÛÏ@mention iPad 2 Sold Out, 70% Went to New Buyers [REPORT] - {link} #sxsw #socialmedia #tech #ipad2 #mediaÛ",iPad,Positive,Apple
Remaining iPad 2 stock at #sxsw Apple store.. Come get one :-)  {link},iPad,Positive,Apple
I won the iPad accessories bag! Thanks @mention #SXSW,iPad,Positive,Apple
The #sxsw iPad app is pure gold. @mention,iPad or iPhone App,Positive,Apple
"Check out iPad Design Headaches (2 Tablets, Call in the Morning) at SXSW.
{link} #SXSW #tapworthy",iPad,Neutral,Apple
"First up: iPad Design Headaches (2 Tablets, Call in the Morning). #SXSW #tapworthy",iPad,Neutral,Apple
the first iPad didn't even exist here last year and I already feel like I'm pulling out an antique everytime I use my iPad #sxsw #ipad2,iPad,Negative,Apple
"Designing iPad Interfaces - New Navigation Schemas.
#SXSW #UXDes",Apple,Neutral,Apple
Designing iPad interfaces with @mention #UXDes #SXSW  {link},Apple,Neutral,Apple
"Turn your iPad into a 'physical messaging platform' with Holler Gram, a cheeky app we built for #SXSW. {link}",iPad or iPhone App,Positive,Apple
Spin Play iPad launch Party. Hanging with @mention and @mention #sxsw (@mention Cedar Street Courtyard) {link},Apple,Neutral,Apple
"shoot, my ipad will not display any search results :( will have to go through questions later #osmpw #sxsw",iPad,Negative,Apple
Pic of my iPad-winning performance: {link} #sxsw #accordion #toodamnlucky,iPad,Positive,Apple
I fear no iphone + #att 3gs slowpoke network during #sxsw &amp; #sxswmusic.,iPhone,Positive,Apple
The #SXSW iPhone app is mocking me. Like I have the money to be there - COME ON.,iPad or iPhone App,Negative,Apple
The #SXSW iPhone app is one of the worst I've had to use in a very long time.,iPad or iPhone App,Negative,Apple
Very cool iphone app just launched at #sxsw FlyPost: community bulletin board w/ location. Learn more: {link} {link},iPad or iPhone App,Positive,Apple
Pedicab + iPhone charger would be epic win. #SXSW,Other Apple product or service,Positive,Apple
"Check out iPhone Developer Meet Up at SXSW.
{link} #SXSW",iPhone,Positive,Apple
Forgot my iPhone for #sxsw. Android only. Knife to a gun fight,Apple,Neutral,Apple
"&quot;the iPhone is a transient device used in short bursts; the iPad is an 'after 8pm, on the couch' device.&quot; @mention #sxsw",iPhone,Positive,Apple
"Fret not, iPhone owners. Apple to open temporary store at #SXSW. {link} via @mention",Apple,Neutral,Apple
Disliking iPhone twitter auto shortening links for me. #sxsw,iPad or iPhone App,Negative,Apple
@mention  iPhone. Clearly. Positively. Happily. #SXSW,iPhone,Positive,Apple
Clipboard is a carny #ipad #lowtech #sxsw,Apple,Neutral,Apple
.@mention is competing with @mention circles on the SocialFlow board for most resonant topic here. #sxsw  {link},Unknown,Neutral,Unknown
"Flipboard is developing an iPhone version, not Android, says @mention #sxsw",iPhone,Positive,Apple
Microsoft is going to launch IE9 at #SXSW. Amid all those glowing Apple logos. #classicaudiencemisread,Apple,Neutral,Apple
my iPhone is overheating. why are there so many british sounding people in texas? #SXSW,iPhone,Negative,Apple
So {link} is part of my presentation at #SXSW so good thing it's crashing now instead of then. Works best on iPhone/Android,iPhone,Positive,Apple
#hashable is rocking @mention #SXSW the new &quot;cloud&quot; of Business Cards. No for #iPhone and #Android too,Apple,Neutral,Apple
.@mention is super-friendly w google and isn't closed to acquisition &amp; partnership. Answering very pointed ?s from @mention #sxsw,Google,Neutral,Google
GameSalad is the topic of a Dutch podcast! {link} #gssxsw #sxsw #sxsw2011 #SXSWNL,Unknown,Neutral,Unknown
Soo where is this Apple store at #SXSW ?,Apple,Neutral,Apple
